msmarco_passage_20_838723280	p0
msmarco_passage_49_58358755	p10024
msmarco_passage_43_192157843	p10025
msmarco_passage_38_288595967	p10026
msmarco_passage_27_413604927	p10027
msmarco_passage_40_19915955	p10028
msmarco_passage_67_263237781	p10029
msmarco_passage_10_425332982	p10030
msmarco_passage_33_84869051	p10031
msmarco_passage_23_8891652	p10032
msmarco_passage_07_188475888	p10033
msmarco_passage_61_506763504	p10034
msmarco_passage_49_317257067	p10035
msmarco_passage_14_668445561	p10036
msmarco_passage_12_17392643	p10037
msmarco_passage_56_316765937	p10038
msmarco_passage_35_366096955	p10039
msmarco_passage_13_54323158	p10040
msmarco_passage_04_82541035	p10041
msmarco_passage_32_563538845	p10042
msmarco_passage_10_770580291	p10043
msmarco_passage_17_616736847	p10044
msmarco_passage_11_647445230	p10045
msmarco_passage_37_255707955	p10046
msmarco_passage_62_550944148	p10047
msmarco_passage_33_763232698	p10048
msmarco_passage_66_432195677	p10049
msmarco_passage_38_35952462	p10050
msmarco_passage_47_389123166	p10051
msmarco_passage_09_256162505	p10052
msmarco_passage_17_697146971	p10053
msmarco_passage_16_426139582	p10054
msmarco_passage_57_301701216	p10055
msmarco_passage_29_424528147	p10056
msmarco_passage_65_736268432	p10057
msmarco_passage_22_169974483	p10058
msmarco_passage_32_808292899	p10059
msmarco_passage_14_394626903	p10060
msmarco_passage_01_708798470	p10061
msmarco_passage_37_395576163	p10062
msmarco_passage_28_587186919	p10063
msmarco_passage_41_317780045	p10064
msmarco_passage_04_383215214	p10065
msmarco_passage_38_112678980	p10066
msmarco_passage_49_831225512	p10067
msmarco_passage_40_860975817	p10068
msmarco_passage_25_259368443	p10069
msmarco_passage_00_17948982	p10070
msmarco_passage_12_756967556	p10071
msmarco_passage_43_55527316	p10072
msmarco_passage_44_625822526	p10073
msmarco_passage_28_476097487	p10074
msmarco_passage_15_743661029	p10075
msmarco_passage_15_727566971	p10076
msmarco_passage_39_734425227	p10077
msmarco_passage_33_524508616	p10078
msmarco_passage_18_473495177	p10079
msmarco_passage_66_191142816	p10080
msmarco_passage_63_645252912	p10081
msmarco_passage_65_293537153	p10082
msmarco_passage_29_738766695	p10083
msmarco_passage_24_130164962	p10084
msmarco_passage_21_17396139	p10085
msmarco_passage_09_188254630	p10086
msmarco_passage_23_69408262	p10087
msmarco_passage_59_493070166	p10088
msmarco_passage_13_54625369	p10089
msmarco_passage_51_122253545	p10090
msmarco_passage_68_297329387	p10091
msmarco_passage_29_278932227	p10092
msmarco_passage_24_79787115	p10093
msmarco_passage_35_601901833	p10094
msmarco_passage_14_191425031	p10095
msmarco_passage_23_722133720	p10096
msmarco_passage_10_494169261	p10097
msmarco_passage_05_276447395	p10098
msmarco_passage_26_872150780	p10099
msmarco_passage_48_363504018	p10100
msmarco_passage_22_615729311	p10101
msmarco_passage_58_113503559	p10102
msmarco_passage_68_186415024	p10103
msmarco_passage_50_223976144	p10104
msmarco_passage_12_687098135	p10105
msmarco_passage_06_302803452	p10106
msmarco_passage_46_415363419	p10107
msmarco_passage_15_670764145	p10108
msmarco_passage_42_649838482	p10109
msmarco_passage_40_601759765	p10110
msmarco_passage_05_736264391	p10111
msmarco_passage_66_705091285	p10112
msmarco_passage_01_552602419	p10113
msmarco_passage_10_575325500	p10114
msmarco_passage_27_867589541	p10115
msmarco_passage_49_376883829	p10116
msmarco_passage_03_230869433	p10117
msmarco_passage_26_809535005	p10118
msmarco_passage_33_192742753	p10119
msmarco_passage_07_722217537	p10120
msmarco_passage_50_306718580	p10121
msmarco_passage_43_712856598	p10122
msmarco_passage_23_721764683	p10123
msmarco_passage_23_533199479	p10124
msmarco_passage_20_620899689	p10125
msmarco_passage_00_135870043	p10126
msmarco_passage_23_72566580	p10127
msmarco_passage_39_807750509	p10128
msmarco_passage_46_793561639	p10129
msmarco_passage_26_373480448	p10130
msmarco_passage_43_72778411	p10131
msmarco_passage_40_186551858	p10132
msmarco_passage_29_452199486	p10133
msmarco_passage_08_365262593	p10134
msmarco_passage_27_121135906	p10135
msmarco_passage_47_468545616	p10136
msmarco_passage_36_274459804	p10137
msmarco_passage_19_704912788	p10138
msmarco_passage_49_812857949	p10139
msmarco_passage_67_239325497	p10140
msmarco_passage_06_285165670	p10141
msmarco_passage_38_740336773	p10142
msmarco_passage_25_833245430	p10143
msmarco_passage_02_153754509	p10144
msmarco_passage_03_702851883	p10145
msmarco_passage_28_535211012	p10146
msmarco_passage_36_455087449	p10147
msmarco_passage_52_199235739	p10148
msmarco_passage_45_47989822	p10149
msmarco_passage_04_781591164	p10150
msmarco_passage_20_185127023	p10151
msmarco_passage_12_690970721	p10152
msmarco_passage_07_641978846	p10153
msmarco_passage_29_298018906	p10154
msmarco_passage_21_737817702	p10155
msmarco_passage_44_371890019	p10156
msmarco_passage_38_310713826	p10157
msmarco_passage_34_834416843	p10158
msmarco_passage_00_6071208	p10159
msmarco_passage_65_687907901	p10160
msmarco_passage_38_740333680	p10161
msmarco_passage_46_671706665	p10162
msmarco_passage_31_86157626	p10163
msmarco_passage_06_65013050	p10164
msmarco_passage_29_25925190	p10165
msmarco_passage_55_90063298	p10166
msmarco_passage_57_578235068	p10167
msmarco_passage_02_427225323	p10168
msmarco_passage_35_15742286	p10169
msmarco_passage_63_165020042	p10170
msmarco_passage_18_218045381	p10171
msmarco_passage_37_200019529	p10172
msmarco_passage_45_575738572	p10173
msmarco_passage_01_698788445	p10174
msmarco_passage_05_810969530	p10175
msmarco_passage_14_210084478	p10176
msmarco_passage_20_624631036	p10177
msmarco_passage_16_328734421	p10178
msmarco_passage_16_856045154	p10179
msmarco_passage_03_826834629	p10180
msmarco_passage_34_508830898	p10181
msmarco_passage_56_640749001	p10182
msmarco_passage_19_20073262	p10183
msmarco_passage_62_502489090	p10184
msmarco_passage_26_565032251	p10185
msmarco_passage_32_669766806	p10186
msmarco_passage_42_372054036	p10187
msmarco_passage_22_258292320	p10188
msmarco_passage_27_26318564	p10189
msmarco_passage_45_498109978	p10190
msmarco_passage_36_448828278	p10191
msmarco_passage_50_605573710	p10192
msmarco_passage_17_325881532	p10193
msmarco_passage_15_698813281	p10194
msmarco_passage_06_142234499	p10195
msmarco_passage_06_208952447	p10196
msmarco_passage_49_769093176	p10197
msmarco_passage_15_528900261	p10198
msmarco_passage_27_756236471	p10199
msmarco_passage_58_738327637	p10200
msmarco_passage_40_421604281	p10201
msmarco_passage_68_576467130	p10202
msmarco_passage_61_580858144	p10203
msmarco_passage_25_351828316	p10204
msmarco_passage_12_758914215	p10205
msmarco_passage_56_799973910	p10206
msmarco_passage_47_603177848	p10207
msmarco_passage_27_383050785	p10208
msmarco_passage_40_717215308	p10209
msmarco_passage_67_212256482	p10210
msmarco_passage_08_844515950	p10211
msmarco_passage_18_137846075	p10212
msmarco_passage_09_860509032	p10213
msmarco_passage_11_682757393	p10214
msmarco_passage_26_778420486	p10215
msmarco_passage_66_705104593	p10216
msmarco_passage_56_240721059	p10217
msmarco_passage_11_334736144	p10218
msmarco_passage_01_244421152	p10219
msmarco_passage_19_442152196	p10220
msmarco_passage_41_647561273	p10221
msmarco_passage_57_36662338	p10222
msmarco_passage_53_783883521	p10223
msmarco_passage_58_532496819	p10224
msmarco_passage_50_223956111	p10225
msmarco_passage_64_146317974	p10226
msmarco_passage_14_40241851	p10227
msmarco_passage_09_839339872	p10228
msmarco_passage_38_636694958	p10229
msmarco_passage_34_834443155	p10230
msmarco_passage_57_422483915	p10231
msmarco_passage_33_108825693	p10232
msmarco_passage_22_794324270	p10233
msmarco_passage_08_123838383	p10234
msmarco_passage_18_182300499	p10235
msmarco_passage_07_155909143	p10236
msmarco_passage_49_528349284	p10237
msmarco_passage_39_670099488	p10238
msmarco_passage_08_48894010	p10239
msmarco_passage_44_701460718	p10240
msmarco_passage_37_824458420	p10241
msmarco_passage_57_843887777	p10242
msmarco_passage_63_645255345	p10243
msmarco_passage_62_843214548	p10244
msmarco_passage_02_566728857	p10245
msmarco_passage_22_196203296	p10246
msmarco_passage_21_75450544	p10247
msmarco_passage_20_620676724	p10248
msmarco_passage_11_571391328	p10249
msmarco_passage_67_16516984	p10250
msmarco_passage_11_178825114	p10251
msmarco_passage_18_83795592	p10252
msmarco_passage_42_822572775	p10253
msmarco_passage_62_110692591	p10254
msmarco_passage_17_639514013	p10255
msmarco_passage_46_701995061	p10256
msmarco_passage_34_724179309	p10257
msmarco_passage_10_262825292	p10258
msmarco_passage_27_867627872	p10259
msmarco_passage_07_472850724	p10260
msmarco_passage_30_628786629	p10261
msmarco_passage_04_443991587	p10262
msmarco_passage_64_225203509	p10263
msmarco_passage_40_150230858	p10264
msmarco_passage_23_726559030	p10265
msmarco_passage_03_509096178	p10266
msmarco_passage_68_4883138	p10267
msmarco_passage_02_313112675	p10268
msmarco_passage_01_513879594	p10269
msmarco_passage_56_366991235	p10270
msmarco_passage_67_54902568	p10271
msmarco_passage_57_642540094	p10272
msmarco_passage_16_291754896	p10273
msmarco_passage_12_291653041	p10274
msmarco_passage_67_16216285	p10275
msmarco_passage_41_496512929	p10276
msmarco_passage_18_220281385	p10277
msmarco_passage_38_835165601	p10278
msmarco_passage_07_485001198	p10279
msmarco_passage_50_577852783	p10280
msmarco_passage_18_336435729	p10281
msmarco_passage_33_584391911	p10282
msmarco_passage_01_590089485	p10283
msmarco_passage_57_143193669	p10284
msmarco_passage_49_756146990	p10285
msmarco_passage_52_8695901	p10286
msmarco_passage_23_113819812	p10287
msmarco_passage_61_798318850	p10288
msmarco_passage_33_135820357	p10289
msmarco_passage_07_526293637	p10290
msmarco_passage_06_667340383	p10291
msmarco_passage_18_757107649	p10292
msmarco_passage_10_831747949	p10293
msmarco_passage_61_740045371	p10294
msmarco_passage_64_280391528	p10295
msmarco_passage_34_657728130	p10296
msmarco_passage_50_348462421	p10297
msmarco_passage_12_861732032	p10298
msmarco_passage_16_427848899	p10299
msmarco_passage_43_192161934	p10300
msmarco_passage_38_761498370	p10301
msmarco_passage_37_265195119	p10302
msmarco_passage_27_612776480	p10303
msmarco_passage_57_495118125	p10304
msmarco_passage_27_624491991	p10305
msmarco_passage_16_732340564	p10306
msmarco_passage_24_340837193	p10307
msmarco_passage_57_297264573	p10308
msmarco_passage_20_13295193	p10309
msmarco_passage_55_253740070	p10310
msmarco_passage_29_6417117	p10311
msmarco_passage_48_618019473	p10312
msmarco_passage_67_243523292	p10313
msmarco_passage_02_218969784	p10314
msmarco_passage_07_696186003	p10315
msmarco_passage_03_418851275	p10316
msmarco_passage_04_487300110	p10317
msmarco_passage_09_695937210	p10318
msmarco_passage_07_687343114	p10319
msmarco_passage_10_182470811	p10320
msmarco_passage_39_491438355	p10321
msmarco_passage_43_263409334	p10322
msmarco_passage_43_796520158	p10323
msmarco_passage_68_184903089	p10324
msmarco_passage_09_747278450	p10325
msmarco_passage_40_717445655	p10326
msmarco_passage_34_232922178	p10327
msmarco_passage_61_787987990	p10328
msmarco_passage_24_189076673	p10329
msmarco_passage_34_194795787	p10330
msmarco_passage_63_471403792	p10331
msmarco_passage_41_67709198	p10332
msmarco_passage_38_561400238	p10333
msmarco_passage_22_80543537	p10334
msmarco_passage_18_199169769	p10335
msmarco_passage_55_512708542	p10336
msmarco_passage_44_664874357	p10337
msmarco_passage_10_305920055	p10338
msmarco_passage_47_159576962	p10339
msmarco_passage_05_545126967	p10340
msmarco_passage_54_1341937	p10341
msmarco_passage_20_145454702	p10342
msmarco_passage_39_813673534	p10343
msmarco_passage_03_117868507	p10344
msmarco_passage_07_591722990	p10345
msmarco_passage_01_121134730	p10346
msmarco_passage_34_369435106	p10347
msmarco_passage_41_182597780	p10348
msmarco_passage_07_133676995	p10349
msmarco_passage_04_629647338	p10350
msmarco_passage_41_613924325	p10351
msmarco_passage_32_563543739	p10352
msmarco_passage_08_6439906	p10353
msmarco_passage_19_148081792	p10354
msmarco_passage_67_470018743	p10355
msmarco_passage_65_803330571	p10356
msmarco_passage_64_527646112	p10357
msmarco_passage_32_204216511	p10358
msmarco_passage_17_449095797	p10359
msmarco_passage_16_354186070	p10360
msmarco_passage_29_484994087	p10361
msmarco_passage_10_262817007	p10362
msmarco_passage_49_777209766	p10363
msmarco_passage_27_404044252	p10364
msmarco_passage_68_766226734	p10365
msmarco_passage_31_656666688	p10366
msmarco_passage_04_191712989	p10367
msmarco_passage_35_366711891	p10368
msmarco_passage_24_645305595	p10369
msmarco_passage_30_746935636	p10370
msmarco_passage_62_592975691	p10371
msmarco_passage_22_593497488	p10372
msmarco_passage_67_266368432	p10373
msmarco_passage_25_394658235	p10374
msmarco_passage_64_72844920	p10375
msmarco_passage_54_719147551	p10376
msmarco_passage_37_259341612	p10377
msmarco_passage_10_831596071	p10378
msmarco_passage_17_793042801	p10379
msmarco_passage_00_496457679	p10380
msmarco_passage_07_591730997	p10381
msmarco_passage_51_514752865	p10382
msmarco_passage_10_266983422	p10383
msmarco_passage_35_553615674	p10384
msmarco_passage_56_457632211	p10385
msmarco_passage_05_867713302	p10386
msmarco_passage_31_822967278	p10387
msmarco_passage_05_791118482	p10388
msmarco_passage_59_776654611	p10389
msmarco_passage_61_503502735	p10390
msmarco_passage_12_755253969	p10391
msmarco_passage_44_365950013	p10392
msmarco_passage_37_185047081	p10393
msmarco_passage_23_838480614	p10394
msmarco_passage_11_651152764	p10395
msmarco_passage_05_673063140	p10396
msmarco_passage_08_1023997	p10397
msmarco_passage_19_785479356	p10398
msmarco_passage_35_366098679	p10399
msmarco_passage_03_82935818	p10400
msmarco_passage_04_130670792	p10401
msmarco_passage_40_178253953	p10402
msmarco_passage_02_584855914	p10403
msmarco_passage_04_706978532	p10404
msmarco_passage_59_486386624	p10405
msmarco_passage_41_36801528	p10406
msmarco_passage_50_223892116	p10407
msmarco_passage_44_329189550	p10408
msmarco_passage_20_418591682	p10409
msmarco_passage_40_707026895	p10410
msmarco_passage_02_562410690	p10411
msmarco_passage_10_295247262	p10412
msmarco_passage_42_91696578	p10413
msmarco_passage_26_678359709	p10414
msmarco_passage_68_384246272	p10415
msmarco_passage_09_127929129	p10416
msmarco_passage_41_677388404	p10417
msmarco_passage_12_102469685	p10418
msmarco_passage_15_418330670	p10419
msmarco_passage_18_695116033	p10420
msmarco_passage_09_37515514	p10421
msmarco_passage_25_415193895	p10422
msmarco_passage_23_726560326	p10423
msmarco_passage_12_473853361	p10424
msmarco_passage_11_178817849	p10425
msmarco_passage_03_225322934	p10426
msmarco_passage_18_79075952	p10427
msmarco_passage_30_712117176	p10428
msmarco_passage_04_400828306	p10429
msmarco_passage_38_286263403	p10430
msmarco_passage_51_514747162	p10431
msmarco_passage_05_510780729	p10432
msmarco_passage_57_355364599	p10433
msmarco_passage_09_489170177	p10434
msmarco_passage_20_592873917	p10435
msmarco_passage_59_626225708	p10436
msmarco_passage_24_279315524	p10437
msmarco_passage_29_630487569	p10438
msmarco_passage_31_536810060	p10439
msmarco_passage_67_578186058	p10440
msmarco_passage_03_187731501	p10441
msmarco_passage_20_14000725	p10442
msmarco_passage_19_14241905	p10443
msmarco_passage_47_158646728	p10444
msmarco_passage_28_867168005	p10445
msmarco_passage_04_22756148	p10446
msmarco_passage_61_563322738	p10447
msmarco_passage_08_724856900	p10448
msmarco_passage_08_783229846	p10449
msmarco_passage_67_165233881	p10450
msmarco_passage_28_138694008	p10451
msmarco_passage_66_290885039	p10452
msmarco_passage_45_324664042	p10453
msmarco_passage_54_285540569	p10454
msmarco_passage_30_585121315	p10455
msmarco_passage_17_319345083	p10456
msmarco_passage_22_211855955	p10457
msmarco_passage_02_785261230	p10458
msmarco_passage_43_188333708	p10459
msmarco_passage_01_760782171	p10460
msmarco_passage_34_724103174	p10461
msmarco_passage_17_811390599	p10462
msmarco_passage_37_577471971	p10463
msmarco_passage_33_218306412	p10464
msmarco_passage_18_60574995	p10465
msmarco_passage_62_152497120	p10466
msmarco_passage_10_792446398	p10467
msmarco_passage_24_835196238	p10468
msmarco_passage_46_794005178	p10469
msmarco_passage_09_467406973	p10470
msmarco_passage_12_592543685	p10471
msmarco_passage_36_581054814	p10472
msmarco_passage_17_699563278	p10473
msmarco_passage_10_77382656	p10474
msmarco_passage_29_411192058	p10475
msmarco_passage_39_702663986	p10476
msmarco_passage_52_21248688	p10477
msmarco_passage_29_848843538	p10478
msmarco_passage_52_204919574	p10479
msmarco_passage_65_620846478	p10480
msmarco_passage_33_492017844	p10481
msmarco_passage_34_722820956	p10482
msmarco_passage_36_685104802	p10483
msmarco_passage_35_692116283	p10484
msmarco_passage_11_418402048	p10485
msmarco_passage_19_291122779	p10486
msmarco_passage_03_853558677	p10487
msmarco_passage_38_688886037	p10488
msmarco_passage_67_679084616	p10489
msmarco_passage_30_336723173	p10490
msmarco_passage_37_671476333	p10491
msmarco_passage_63_421023276	p10492
msmarco_passage_52_199231160	p10493
msmarco_passage_62_13255814	p10494
msmarco_passage_42_341701231	p10495
msmarco_passage_67_507014893	p10496
msmarco_passage_48_551435653	p10497
msmarco_passage_20_238344888	p10498
msmarco_passage_34_186678296	p10499
msmarco_passage_05_519758735	p10500
msmarco_passage_41_206778534	p10501
msmarco_passage_30_338823824	p10502
msmarco_passage_44_38057657	p10503
msmarco_passage_57_12644983	p10504
msmarco_passage_67_577686377	p10505
msmarco_passage_52_829359537	p10506
msmarco_passage_63_287482498	p10507
msmarco_passage_43_417902557	p10508
msmarco_passage_29_32865933	p10509
msmarco_passage_26_859431526	p10510
msmarco_passage_31_558587260	p10511
msmarco_passage_66_281780968	p10512
msmarco_passage_03_425152531	p10513
msmarco_passage_54_520006046	p10514
msmarco_passage_34_658000689	p10515
msmarco_passage_42_649843816	p10516
msmarco_passage_17_319346378	p10517
msmarco_passage_24_765797571	p10518
msmarco_passage_22_479581725	p10519
msmarco_passage_32_151472660	p10520
msmarco_passage_53_764593711	p10521
msmarco_passage_45_813272480	p10522
